Name,Price,ImageUrl
Superior,1.050.000,/img/room/Superior
Duluxe,1.190.000,/img/room/Duluxe
Duluxe City View,1.400.000,/img/room/DuluxeCityView
Duluxe River View,1.750.000,/img/room/DuluxeRiverView
Senior Suite River View,2.100.000,/img/room/SeniorSuiteRiverView
Premier Family Suite View,2.450.000,/img/room/PremierFamilySuiteView
VIP River View,3.500.000,/img/room/VIPRiverView
